block,Species,tank,pH_treatment,temp_treatment,Date,FileName,Light_Dark,chamber.channel,ID,BLANK,notes,start.time,stop.time,volume,AFDW,wet_weight,TA.start,TA.stop
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_13_Dark_20240612_O2,Dark,,13,0,,6:25:00,6:46:00,645,,2.8688,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_14_Dark_20240612_O2,Dark,,14,0,,6:25:00,6:46:00,647,,2.3923,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_15_Dark_20240612_O2,Dark,,15,0,,6:25:00,6:46:00,648.5,,2.0038,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_16_Dark_20240612_O2,Dark,,16,0,,6:25:00,6:46:00,649,,2.5041,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_17_Dark_20240612_O2,Dark,,17,0,,6:25:00,6:46:00,647.5,,3.2762,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_18_Dark_20240612_O2,Dark,,18,0,,6:25:00,6:46:00,647,,2.84,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_Blank_Dark_20240612_O2,Dark,,Blank,1,,6:25:00,6:46:00,650,,0,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_13_Light_20240612_O2,Light,,13,0,,7:07,7:28,645,,2.8688,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_14_Light_20240612_O2,Light,,14,0,,7:07,7:28,647,,2.3923,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_15_Light_20240612_O2,Light,,15,0,,7:07,7:28,648.5,,2.0038,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_16_Light_20240612_O2,Light,,16,0,,7:07,7:28,649,,2.5041,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_17_Light_20240612_O2,Light,,17,0,,7:07,7:28,647.5,,3.2762,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_18_Light_20240612_O2,Light,,18,0,,7:07,7:28,647,,2.84,,
S1,Rockweed,3,7.2,20,6/12/2024,RW_T3_Blank_Light_20240612_O2,Light,,Blank,1,,7:07,7:28,650,,0,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_19_Dark_20240612_O2,Dark,,19,0,,8:01,8:22,646,,3.4853,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_20_Dark_20240612_O2,Dark,,20,0,,8:01,8:22,646,,4.1581,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_21_Dark_20240612_O2,Dark,,21,0,,8:01,8:22,649,,2.2441,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_22_Dark_20240612_O2,Dark,,22,0,,8:01,8:22,648.5,,2.2131,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_23_Dark_20240612_O2,Dark,,23,0,,8:01,8:22,648,,3.0684,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_24_Dark_20240612_O2,Dark,,24,0,,8:01,8:22,648.25,,2.1738,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_Blank_Dark_20240612_O2,Dark,,Blank,1,,8:01,8:22,650,,0,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_19_Light_20240612_O2,Light,,19,0,,8:45,9:07,646,,3.4853,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_20_Light_20240612_O2,Light,,20,0,,8:45,9:07,646,,4.1581,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_21_Light_20240612_O2,Light,,21,0,,8:45,9:07,649,,2.2441,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_22_Light_20240612_O2,Light,,22,0,,8:45,9:07,648.5,,2.2131,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_23_Light_20240612_O2,Light,,23,0,,8:45,9:07,648,,3.0684,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_24_Light_20240612_O2,Light,,24,0,,8:45,9:07,648.25,,2.1738,,
S2,Rockweed,4,7.6,20,6/12/2024,RW_T4_Blank_Light_20240612_O2,Light,,Blank,1,,8:45,9:07,650,,0,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_37_Dark_20240612_O2,Dark,,37,0,,9:54,10:55,646,,2.4538,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_38_Dark_20240612_O2,Dark,,38,0,,9:54,10:55,648,,1.3133,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_39_Dark_20240612_O2,Dark,,39,0,,9:54,10:55,648,,2.4458,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_40_Dark_20240612_O2,Dark,,40,0,,9:54,10:55,649,,1.6814,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_41_Dark_20240612_O2,Dark,,41,0,,9:54,10:55,649,,2.1937,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_42_Dark_20240612_O2,Dark,,42,0,,9:54,10:55,648,,2.4368,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_Blank_Dark_20240612_O2,Dark,,Blank,1,,9:54,10:55,650,,0,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_37_Light_20240612_O2,Light,,37,0,,10:37,10:58,646,,2.4538,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_38_Light_20240612_O2,Light,,38,0,,10:37,10:58,648,,1.3133,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_39_Light_20240612_O2,Light,,39,0,,10:37,10:58,648,,2.4458,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_40_Light_20240612_O2,Light,,40,0,,10:37,10:58,649,,1.6814,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_41_Light_20240612_O2,Light,,41,0,,10:37,10:58,649,,2.1937,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_42_Light_20240612_O2,Light,,42,0,,10:37,10:58,648,,2.4368,,
S4,Rockweed,7,7.9,20,6/12/2024,RW_T7_Blank_Light_20240612_O2,Light,,Blank,1,,10:37,10:58,650,,0,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_43_Dark_20240612_O2,Dark,,43,0,,11:37,11:58,648,,2.3197,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_44_Dark_20240612_O2,Dark,,44,0,,11:37,11:58,646,,2.9193,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_45_Dark_20240612_O2,Dark,,45,0,,11:37,11:58,646,,2.707,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_46_Dark_20240612_O2,Dark,,46,0,,11:37,11:58,648,,2.2623,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_47_Dark_20240612_O2,Dark,,47,0,,11:37,11:58,649,,1.0322,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_48_Dark_20240612_O2,Dark,,48,0,,11:37,11:58,648,,2.7382,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_Blank_Dark_20240612_O2,Dark,,Blank,1,,11:37,11:58,650,,0,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_43_Light_20240612_O2,Light,,43,0,,12:24,12:45,648,,2.3197,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_44_Light_20240612_O2,Light,,44,0,,12:24,12:45,646,,2.9193,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_45_Light_20240612_O2,Light,,45,0,,12:24,12:45,646,,2.707,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_46_Light_20240612_O2,Light,,46,0,,12:24,12:45,648,,2.2623,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_47_Light_20240612_O2,Light,,47,0,,12:24,12:45,649,,1.0322,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_48_Light_20240612_O2,Light,,48,0,,12:24,12:45,648,,2.7382,,
S5,Rockweed,8,7.8,20,6/12/2024,RW_T8_Blank_Light_20240612_O2,Light,,Blank,1,,12:24,12:45,650,,0,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_49_Dark_20240612_O2,Dark,,49,0,,14:33,14:55,647.5,,2.1603,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_50_Dark_20240612_O2,Dark,,50,0,,14:33,14:55,647.5,,2.0053,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_51_Dark_20240612_O2,Dark,,51,0,,14:33,14:55,645,,2.5507,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_52_Dark_20240612_O2,Dark,,52,0,,14:33,14:55,649,,2.481,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_53_Dark_20240612_O2,Dark,,53,0,,14:33,14:55,649,,1.0819,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_54_Dark_20240612_O2,Dark,,54,0,,14:33,14:55,648.5,,2.0829,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_Blank_Dark_20240612_O2,Dark,,Blank,1,,14:33,14:55,650,,0,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_49_Light_20240612_O2,Light,,49,0,,15:12,15:33,647.5,,2.1603,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_50_Light_20240612_O2,Light,,50,0,,15:12,15:33,647.5,,2.0053,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_51_Light_20240612_O2,Light,,51,0,,15:12,15:33,645,,2.5507,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_52_Light_20240612_O2,Light,,52,0,,15:12,15:33,649,,2.481,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_53_Light_20240612_O2,Light,,53,0,,15:12,15:33,649,,1.0819,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_54_Light_20240612_O2,Light,,54,0,,15:12,15:33,648.5,,2.0829,,
S9,Rockweed,9,7.5,20,6/12/2024,RW_T9_Blank_Light_20240612_O2,Light,,Blank,1,,15:12,15:33,650,,0,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_55_Dark_20240612_O2,Dark,,55,0,,16:00,16:21,646,,2.1878,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_56_Dark_20240612_O2,Dark,,56,0,,16:00,16:21,648,,1.4355,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_57_Dark_20240612_O2,Dark,,57,0,,16:00,16:21,646,,1.9643,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_58_Dark_20240612_O2,Dark,,58,0,,16:00,16:21,648.5,,2.8569,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_59_Dark_20240612_O2,Dark,,59,0,,16:00,16:21,647,,2.6931,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_60_Dark_20240612_O2,Dark,,60,0,,16:00,16:21,648.75,,2.5288,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_Blank_Dark_20240612_O2,Dark,,Blank,1,,16:00,16:21,650,,0,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_55_Light_20240612_O2,Light,,55,0,,16:45,17:05,646,,2.1878,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_56_Light_20240612_O2,Light,,56,0,,16:45,17:05,648,,1.4355,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_57_Light_20240612_O2,Light,,57,0,,16:45,17:05,646,,1.9643,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_58_Light_20240612_O2,Light,,58,0,,16:45,17:05,648.5,,2.8569,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_59_Light_20240612_O2,Light,,59,0,,16:45,17:05,647,,2.6931,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_60_Light_20240612_O2,Light,,60,0,,16:45,17:05,648.75,,2.5288,,
S11,Rockweed,10,7.4,20,6/12/2024,RW_T10_Blank_Light_20240612_O2,Light,,Blank,1,,16:45,17:05,650,,0,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_67_Dark_20240612_O2,Dark,,67,0,,17:57,18:18,648,,1.9329,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_68_Dark_20240612_O2,Dark,,68,0,,17:57,18:18,646,,2.794,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_69_Dark_20240612_O2,Dark,,69,0,,17:57,18:18,649,,5.1198,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_70_Dark_20240612_O2,Dark,,70,0,,17:57,18:18,648.5,,3.2084,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_71_Dark_20240612_O2,Dark,,71,0,,17:57,18:18,646,,3.0664,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_72_Dark_20240612_O2,Dark,,72,0,,17:57,18:18,646,,2.6167,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_Blank_Dark_20240612_O2,Dark,,Blank,1,,17:57,18:18,650,,0,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_67_Light_20240612_O2,Light,,67,0,,18:39,19:00,648,,1.9329,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_68_Light_20240612_O2,Light,,68,0,,18:39,19:00,646,,2.794,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_69_Light_20240612_O2,Light,,69,0,,18:39,19:00,649,,5.1198,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_70_Light_20240612_O2,Light,,70,0,,18:39,19:00,648.5,,3.2084,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_71_Light_20240612_O2,Light,,71,0,,18:39,19:00,646,,3.0664,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_72_Light_20240612_O2,Light,,72,0,,18:39,19:00,646,,2.6167,,
S13,Rockweed,12,7.7,20,6/12/2024,RW_T12_Blank_Light_20240612_O2,Light,,Blank,1,,18:39,19:00,650,,0,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_79_Dark_20240612_O2,Dark,,79,0,,19:27,19:48,648,,1.6514,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_80_Dark_20240612_O2,Dark,,80,0,,19:27,19:48,647,,2.5054,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_81_Dark_20240612_O2,Dark,,81,0,,19:27,19:48,648,,2.561,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_82_Dark_20240612_O2,Dark,,82,0,,19:27,19:48,647,,2.7541,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_83_Dark_20240612_O2,Dark,,83,0,,19:27,19:48,649,,1.9436,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_84_Dark_20240612_O2,Dark,,84,0,,19:27,19:48,646,,2.7762,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_Blank_Dark_20240612_O2,Dark,,Blank,1,,19:27,19:48,650,,0,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_79_Light_20240612_O2,Light,,79,0,,20:15,20:37,648,,1.6514,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_80_Light_20240612_O2,Light,,80,0,,20:15,20:37,647,,2.5054,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_81_Light_20240612_O2,Light,,81,0,,20:15,20:37,648,,2.561,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_82_Light_20240612_O2,Light,,82,0,,20:15,20:37,647,,2.7541,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_83_Light_20240612_O2,Light,,83,0,,20:15,20:37,649,,1.9436,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_84_Light_20240612_O2,Light,,84,0,,20:15,20:37,646,,2.7762,,
S17,Rockweed,14,8,20,6/12/2024,RW_T14_Blank_Light_20240612_O2,Light,,Blank,1,,20:15,20:37,650,,0,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_85_Dark_20240612_O2,Dark,,85,0,,21:13,21:34,649,,3.5815,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_86_Dark_20240612_O2,Dark,,86,0,,21:13,21:34,646,,2.1645,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_87_Dark_20240612_O2,Dark,,87,0,,21:13,21:34,647,,3.0734,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_88_Dark_20240612_O2,Dark,,88,0,,21:13,21:34,648,,2.2086,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_89_Dark_20240612_O2,Dark,,89,0,,21:13,21:34,649,,2.4133,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_90_Dark_20240612_O2,Dark,,90,0,,21:13,21:34,647,,1.6885,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_Blank_Dark_20240612_O2,Dark,,Blank,1,,21:13,21:34,650,,0,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_85_Light_20240612_O2,Light,,85,0,,21:57,22:18,649,,3.5815,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_86_Light_20240612_O2,Light,,86,0,,21:57,22:18,646,,2.1645,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_87_Light_20240612_O2,Light,,87,0,,21:57,22:18,647,,3.0734,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_88_Light_20240612_O2,Light,,88,0,,21:57,22:18,648,,2.2086,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_89_Light_20240612_O2,Light,,89,0,,21:57,22:18,649,,2.4133,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_90_Light_20240612_O2,Light,,90,0,,21:57,22:18,647,,1.6885,,
S19,Rockweed,15,7.3,20,6/12/2024,RW_T15_Blank_Light_20240612_O2,Light,,Blank,1,,21:57,22:18,650,,0,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_01_Dark_20240613_O2,Dark,,1,0,,6:36,6:57,648,,2.5786,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_02_Dark_20240613_O2,Dark,,2,0,,6:36,6:57,649,,1.4218,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_03_Dark_20240613_O2,Dark,,3,0,,6:36,6:57,648,,2.874,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_04_Dark_20240613_O2,Dark,,4,0,,6:36,6:57,647,,2.2138,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_05_Dark_20240613_O2,Dark,,5,0,,6:36,6:57,646,,2.6794,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_06_Dark_20240613_O2,Dark,,6,0,,6:36,6:57,647.5,,1.9033,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_Blank_Dark_20240613_O2,Dark,,Blank,1,,6:36,6:57,650,,0,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_01_Light_20240613_O2,Light,,1,0,,7:15,7:37,648,,2.5786,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_02_Light_20240613_O2,Light,,2,0,,7:15,7:37,649,,1.4218,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_03_Light_20240613_O2,Light,,3,0,,7:15,7:37,648,,2.874,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_04_Light_20240613_O2,Light,,4,0,,7:15,7:37,647,,2.2138,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_05_Light_20240613_O2,Light,,5,0,,7:15,7:37,646,,2.6794,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_06_Light_20240613_O2,Light,,6,0,,7:15,7:37,647.5,,1.9033,,
S8,Rockweed,1,7.4,16,6/13/2024,RW_T1_Blank_Light_20240613_O2,Light,,Blank,1,,7:15,7:37,650,,0,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_25_Dark_20240613_O2,Dark,,25,0,,7:57,8:18,647,,4.0731,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_26_Dark_20240613_O2,Dark,,26,0,,7:57,8:18,648,,2.7718,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_27_Dark_20240613_O2,Dark,,27,0,,7:57,8:18,648,,1.8366,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_28_Dark_20240613_O2,Dark,,28,0,,7:57,8:18,647.5,,3.3274,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_29_Dark_20240613_O2,Dark,,29,0,,7:57,8:18,648,,2.2729,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_30_Dark_20240613_O2,Dark,,30,0,,7:57,8:18,647.5,,2.6583,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_Blank_Dark_20240613_O2,Dark,,Blank,1,,7:57,8:18,650,,0,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_25_Light_20240613_O2,Light,,25,0,,8:38,9:00,647,,4.0731,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_26_Light_20240613_O2,Light,,26,0,,8:38,9:00,648,,2.7718,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_27_Light_20240613_O2,Light,,27,0,,8:38,9:00,648,,1.8366,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_28_Light_20240613_O2,Light,,28,0,,8:38,9:00,647.5,,3.3274,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_29_Light_20240613_O2,Light,,29,0,,8:38,9:00,648,,2.2729,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_30_Light_20240613_O2,Light,,30,0,,8:38,9:00,647.5,,2.6583,,
S18,Rockweed,5,7.3,16,6/13/2024,RW_T5_Blank_Light_20240613_O2,Light,,Blank,1,,8:38,9:00,650,,0,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_31_Dark_20240613_O2,Dark,,31,0,,9:19,9:41,649,,2.4226,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_32_Dark_20240613_O2,Dark,,32,0,,9:19,9:41,648,,2.6179,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_33_Dark_20240613_O2,Dark,,33,0,,9:19,9:41,648,,2.7673,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_34_Dark_20240613_O2,Dark,,34,0,,9:19,9:41,649.5,,1.2338,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_35_Dark_20240613_O2,Dark,,35,0,,9:19,9:41,648,,2.3788,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_36_Dark_20240613_O2,Dark,,36,0,,9:19,9:41,647,,3.3751,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_Blank_Dark_20240613_O2,Dark,,Blank,1,,9:19,9:41,650,,0,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_31_Light_20240613_O2,Light,,31,0,,9:56,10:18,649,,2.4226,,
S3,Rockweed,6,7.7,16,6/13/2024,RW_T6_32_Light_20240613_O2,Light,,32,0,,9:56,10:18,648,,2.6179,,
