date,experiment,ID,tank,sample_type,TA,water_mass,...8,tank_exp,TA_initial,mean.blanks,pH_treatment,temp_treatment,volume,wet_weight,dry_weight,TA.start,TA.stop,deltaTA,timediff,umol.cm2.hr
20240521,a,1,12 a,NA,2415.697793,59.889,NA,12 a,2408.1116793333335,-7.0016484999996464,7.2,16,0.1145,2.6701,0.1214,2025-06-18T00:23:00Z,2025-06-18T01:56:00Z,-0.5844651666666323,1.55,-0.1822668149091583
20240521,a,60,12 a,NA,2418.514083,59.8881,NA,12 a,2408.1116793333335,-7.0016484999996464,7.2,16,0.1145,2.146,0.0319,2025-06-18T00:25:00Z,2025-06-18T01:55:00Z,-3.4007551666668405,1.5,-4.170544704785131
20240521,a,75,12 a,NA,2431.942891,60.0747,NA,12 a,2408.1116793333335,-7.0016484999996464,7.2,16,0.115,1.6288,0.0294,2025-06-18T00:26:00Z,2025-06-18T01:51:00Z,-16.829563166666958,1.4166666666666667,-23.814943076481004
20240528,a,56,1 a,NA,2441.606049,60.2726,NA,1 a,2429.844726,8.464481999999862,7.2,20,0.115,2.1513,0.0661,2025-06-18T12:30:00Z,2025-06-18T14:01:00Z,-20.225805000000037,1.5166666666666666,-11.89065899673324
20240528,a,64,1 a,NA,2455.67215,59.9341,NA,1 a,2429.844726,8.464481999999862,7.2,20,0.115,2.6523,0.0429,2025-06-18T12:32:00Z,2025-06-18T14:05:00Z,-34.291905999999926,1.55,-30.394453866832023
20240528,a,69,1 a,NA,2452.555372,59.9824,NA,1 a,2429.844726,8.464481999999862,7.2,20,0.115,1.6639,0.0296,2025-06-18T12:33:00Z,2025-06-18T14:06:00Z,-31.17512799999986,1.55,-40.047604762423525
20240528,a,3,13 a,NA,2423.066555,59.9633,NA,13 a,2429.7450066666665,8.67534508333324,8,20,0.115,2.3898,0.0445,2025-06-18T16:00:00Z,2025-06-18T17:27:00Z,-1.9968934166665804,1.45,-1.8239737426545768
20240528,a,15,13 a,NA,2411.991425,60.1519,NA,13 a,2429.7450066666665,8.67534508333324,8,20,0.115,1.7951,0.1149,2025-06-18T16:02:00Z,2025-06-18T17:30:00Z,9.078236583333137,1.4666666666666666,3.174985572218115
20240528,a,59,13 a,NA,2409.548232,60.4729,NA,13 a,2429.7450066666665,8.67534508333324,8,20,0.115,2.2136,0.0451,2025-06-18T16:05:00Z,2025-06-18T17:31:00Z,11.521429583333202,1.4333333333333333,10.504474646537934
20240528,a,8,18 a,NA,2422.516571,59.8124,NA,18 a,2418.6668035000002,1.259941583333557,8,16,0.12,2.1306,0.0339,2025-06-18T06:37:00Z,2025-06-18T08:30:00Z,-5.109709083333428,1.8833333333333333,-4.922031617589565
20240528,a,11,18 a,NA,2424.638169,59.8375,NA,18 a,2418.6668035000002,1.259941583333557,8,16,0.1205,2.1805,0.041,2025-06-18T06:38:00Z,2025-06-18T08:35:00Z,-7.231307083333149,1.95,-5.585721176549002
20240528,a,37,18 a,NA,2420.5584,59.9561,NA,18 a,2418.6668035000002,1.259941583333557,8,16,0.121,2.022,0.0476,2025-06-18T06:35:00Z,2025-06-18T08:39:00Z,-3.1515380833332074,2.066666666666667,-1.9866639542494624
20240530,a,2,3 a,NA,2419.336037,60.3754,NA,3 a,2432.5556425,0.23756124999999884,7.7,16,0.1145,2.5047,0.0504,2025-06-18T08:43:00Z,2025-06-18T10:20:00Z,12.982044249999944,1.6166666666666667,9.349565342971395
20240530,a,61,3 a,NA,2361.657209,59.8478,NA,3 a,2432.5556425,0.23756124999999884,7.7,16,0.115,1.0905,0.04,2025-06-18T08:44:00Z,2025-06-18T10:21:00Z,70.66087225000001,1.6166666666666667,64.40064677682025
20240530,a,71,3 a,NA,2340.473534,60.2279,NA,3 a,2432.5556425,0.23756124999999884,7.7,16,0.115,2.2174,0.0457,2025-06-18T08:45:00Z,2025-06-18T10:20:00Z,91.84454724999978,1.5833333333333333,74.80946221647166
20240530,a,23,5 a,NA,2425.494968,59.8528,NA,5 a,2422.492518,4.118252250000069,7.5,20,0.115,2.5027,0.0484,2025-06-18T16:10:00Z,2025-06-18T17:35:00Z,-7.120702250000022,1.4166666666666667,-6.120705719874229
20240530,a,34,5 a,NA,2425.537711,60.3035,NA,5 a,2422.492518,4.118252250000069,7.5,20,0.115,2.0595,0.0409,2025-06-18T16:12:00Z,2025-06-18T17:29:00Z,-7.163445249999995,1.2833333333333334,-8.0436075525712
20240530,a,68,5 a,NA,2429.292334,60.0579,NA,5 a,2422.492518,4.118252250000069,7.5,20,0.115,2.0338,0.0312,2025-06-18T16:14:00Z,2025-06-18T17:30:00Z,-10.91806825000026,1.2666666666666666,-16.282480958613114
20240530,a,6,7 a,NA,2343.351614,59.7281,NA,7 a,2422.4483086666664,5.928198833333454,7.6,16,0.115,2.4597,0.04,2025-06-18T22:35:00Z,2025-06-18T00:05:00Z,73.16849583333283,-22.5,-4.791520247974503
20240530,a,14,7 a,NA,2431.926506,59.9759,NA,7 a,2422.4483086666664,5.928198833333454,7.6,16,0.115,2.062,0.042,2025-06-18T22:37:00Z,2025-06-18T00:07:00Z,-15.40639616666681,-22.5,0.9608618773258465
20240530,a,42,7 a,NA,2438.788101,60.0533,NA,7 a,2422.4483086666664,5.928198833333454,7.6,16,0.115,1.9351,0.0416,2025-06-18T22:36:00Z,2025-06-18T00:10:00Z,-22.267991166667116,-22.433333333333334,1.4063247185950998
20240530,a,13,8 a,NA,2431.95265,60.4602,NA,8 a,2407.0441455,-0.6021251666664588,7.4,16,0.1205,2.8554,0.0484,2025-06-18T06:29:00Z,2025-06-18T08:33:00Z,-24.306379333333705,2.066666666666667,-15.006706598615594
20240530,a,25,8 a,NA,2430.005398,59.9668,NA,8 a,2407.0441455,-0.6021251666664588,7.4,16,0.1215,1.681,0.0259,2025-06-18T06:27:00Z,2025-06-18T08:35:00Z,-22.359127333333316,2.1333333333333333,-25.19802564196728
20240530,a,43,8 a,NA,2431.05518,59.8683,NA,8 a,2407.0441455,-0.6021251666664588,7.4,16,0.121,2.3822,0.0455,2025-06-18T06:28:00Z,2025-06-18T08:29:00Z,-23.408909333333366,2.0166666666666666,-15.820306857142878
20240530,a,40,11 a,NA,2423.844934,59.9054,NA,11 a,2437.897108,4.270320250000168,7.6,20,0.115,1.8756,0.0252,2025-06-18T19:25:00Z,2025-06-18T20:42:00Z,9.781853749999755,1.2833333333333334,17.826778150606387
20240530,a,48,11 a,NA,2431.094756,59.8747,NA,11 a,2437.897108,4.270320250000168,7.6,20,0.115,2.3639,0.0372,2025-06-18T19:26:00Z,2025-06-18T20:45:00Z,2.5320317499999874,1.3166666666666667,3.0467868776158484
20240530,a,55,11 a,NA,2427.363622,60.1817,NA,11 a,2437.897108,4.270320250000168,7.6,20,0.115,2.1489,0.0372,2025-06-18T19:27:00Z,2025-06-18T20:46:00Z,6.263165750000098,1.3166666666666667,7.536450212140277
20240530,a,9,15 a,NA,2432.143493,59.819,NA,15 a,2425.038478666667,-1.0394551666663574,7.9,16,0.113,3.109,0.1291,2025-06-18T02:00:00Z,2025-06-18T03:20:00Z,-6.065559166666844,1.3333333333333333,-2.0406953635142933
20240530,a,32,15 a,NA,2431.716035,59.9905,NA,15 a,2425.038478666667,-1.0394551666663574,7.9,16,0.115,1.7413,0.0379,2025-06-18T02:03:00Z,2025-06-18T03:21:00Z,-5.638101166666729,1.3,-6.744379693736965
20240530,a,74,15 a,NA,2436.517917,59.8274,NA,15 a,2425.038478666667,-1.0394551666663574,7.9,16,0.115,1.8394,0.0477,2025-06-18T02:01:00Z,2025-06-18T03:23:00Z,-10.439983166666934,1.3666666666666667,-9.438664026467746
20240530,a,22,17 a,NA,2425.583527,59.9262,NA,17 a,2429.184632666667,-11.147382416666687,7.8,20,0.115,2.3002,0.0378,2025-06-18T17:45:00Z,2025-06-18T19:19:00Z,14.748488083333768,1.5666666666666667,14.678132664834244
20240530,a,35,17 a,NA,2435.736967,59.8421,NA,17 a,2429.184632666667,-11.147382416666687,7.8,20,0.1145,2.8157,0.0997,2025-06-18T17:46:00Z,2025-06-18T19:21:00Z,4.595048083333722,1.5833333333333333,1.7081338669067858
20240530,a,77,17 a,NA,2424.268816,59.7546,NA,17 a,2429.184632666667,-11.147382416666687,7.8,20,0.115,1.9138,0.0412,2025-06-18T17:48:00Z,2025-06-18T19:16:00Z,16.063199083333757,1.4666666666666666,15.667334443523554
20240530,a,5,19 a,NA,2417.100472,60.2071,NA,19 a,2425.4200363333334,3.2636291666667603,7.9,20,0.115,1.8612,0.0862,2025-06-18T14:19:00Z,2025-06-18T15:43:00Z,5.055935166666586,1.4,2.469209304652071
20240530,a,17,19 a,NA,2423.45982,60.458,NA,19 a,2425.4200363333334,3.2636291666667603,7.9,20,0.1145,2.5809,0.0361,2025-06-18T14:20:00Z,2025-06-18T15:42:00Z,-1.3034128333333683,1.3666666666666667,-1.5502850008656923
20240530,a,18,19 a,NA,2377.791092,60.4314,NA,19 a,2425.4200363333334,3.2636291666667603,7.9,20,0.115,2.2872,0.0874,2025-06-18T14:22:00Z,2025-06-18T15:40:00Z,44.36531516666673,1.3,23.013384638579655
20240601,a,19,4 a,NA,2442.113525,59.6184,NA,4 a,2440.631593,5.462138000000095,7.3,20,0.115,2.3462,0.0385,2025-06-18T14:15:00Z,2025-06-18T15:40:00Z,-6.944070000000238,1.4166666666666667,-7.503733395722182
20240601,a,20,4 a,NA,2441.572605,60.1459,NA,4 a,2440.631593,5.462138000000095,7.3,20,0.1145,2.6092,0.0516,2025-06-18T14:16:00Z,2025-06-18T15:41:00Z,-6.403149999999869,1.4166666666666667,-5.140148371237924
20240601,a,62,4 a,NA,2421.60583,60.2944,NA,4 a,2440.631593,5.462138000000095,7.3,20,0.115,2.3512,0.0419,2025-06-18T14:17:00Z,2025-06-18T15:42:00Z,13.563625000000002,1.4166666666666667,13.467462840446442
20240601,a,30,6 a,NA,2436.301705,60.3763,NA,6 a,2426.808111,-2.804126750000023,7.3,16,0.115,2.2574,0.044,2025-06-18T08:48:00Z,2025-06-18T10:23:00Z,-6.689467250000007,1.5833333333333333,-5.659241282969504
20240601,a,73,6 a,NA,2376.844467,60.2661,NA,6 a,2426.808111,-2.804126750000023,7.3,16,0.115,2.1169,0.0382,2025-06-18T08:48:00Z,2025-06-18T10:22:00Z,52.767770749999954,1.5666666666666667,51.966143843903126
20240601,a,7,6 a,NA,2435.407103,60.3693,NA,6 a,2426.808111,-2.804126750000023,7.3,16,0.115,1.9467,0.0309,2025-06-18T02:05:00Z,2025-06-18T03:25:00Z,-5.794865250000157,1.3333333333333333,-8.289681326987482
20240601,a,44,9 a,NA,2430.657002,59.7354,NA,9 a,2428.9796706666666,-2.846355999999787,7.7,20,0.115,1.8191,0.0301,2025-06-18T17:50:00Z,2025-06-18T19:17:00Z,1.1690246666664734,1.45,1.5786319461944158
20240601,a,53,9 a,NA,2425.159056,60.3196,NA,9 a,2428.9796706666666,-2.846355999999787,7.7,20,0.1145,2.5698,0.1002,2025-06-18T17:52:00Z,2025-06-18T19:20:00Z,6.66697066666643,1.4666666666666666,2.6621269218380474
20240601,a,63,9 a,NA,2432.787197,59.6752,NA,9 a,2428.9796706666666,-2.846355999999787,7.7,20,0.115,1.6733,0.0298,2025-06-18T17:54:00Z,2025-06-18T19:18:00Z,-0.9611703333337118,1.4,-1.3578374046226185
20240601,a,28,10 a,NA,2431.741171,59.8117,NA,10 a,2409.1646466666666,-14.31071166666652,7.5,16,0.115,2.09,0.0363,2025-06-18T00:18:00Z,2025-06-18T01:50:00Z,-8.265812666666989,1.5333333333333334,-8.752539238981056
20240601,a,47,10 a,NA,2422.375474,59.9785,NA,10 a,2409.1646466666666,-14.31071166666652,7.5,16,0.115,2.5555,0.0432,2025-06-18T00:17:00Z,2025-06-18T01:52:00Z,1.0998843333331934,1.5833333333333333,0.9477256271319456
20240601,a,51,10 a,NA,2431.675556,59.7705,NA,10 a,2409.1646466666666,-14.31071166666652,7.5,16,0.115,1.8786,0.0278,2025-06-18T00:20:00Z,2025-06-18T01:58:00Z,-8.200197666667009,1.6333333333333333,-10.643792761250626
20240601,a,10,14 a,NA,2429.142698,59.66,NA,14 a,2400.112392,-9.531692999999905,7.8,16,0.115,1.7621,0.0309,2025-06-18T22:40:00Z,2025-06-18T00:15:00Z,-19.498613000000205,-22.416666666666668,1.6590746074096971
20240601,a,66,14 a,NA,2436.548888,60.3507,NA,14 a,2400.112392,-9.531692999999905,7.8,16,0.1145,2.1565,0.0419,2025-06-18T22:44:00Z,2025-06-18T00:17:00Z,-26.9048029999999,-22.45,1.67841288362231
20240601,a,72,14 a,NA,2433.154954,59.5746,NA,14 a,2400.112392,-9.531692999999905,7.8,16,0.115,1.7517,0.0305,2025-06-18T22:43:00Z,2025-06-18T00:08:00Z,-23.510869000000184,-22.583333333333332,2.0117430403786987
20240604,a,26,2 a,NA,2387.265686,59.7633,20,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.0852,0.0438,2025-06-18T12:38:00Z,2025-06-18T14:03:00Z,47.60024241666656,1.4166666666666667,45.21255902388856
20240604,a,27,2 a,NA,2439.669229,59.7828,20,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.3067,0.0415,2025-06-18T12:40:00Z,2025-06-18T14:10:00Z,-4.803300583333339,1.5,-4.547703263135882
20240604,a,67,2 a,NA,2437.859685,60.4461,20,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.2638,0.0856,2025-06-18T12:39:00Z,2025-06-18T14:02:00Z,-2.993756583333152,1.3833333333333333,-1.490073150238129
20240604,a,27,2 a,NA,2439.669229,59.7828,NA,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.3067,0.0415,2025-06-18T12:40:00Z,2025-06-18T14:10:00Z,-4.803300583333339,1.5,-4.547703263135882
20240604,a,67,2 a,NA,2437.859685,60.4461,NA,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.2638,0.0856,2025-06-18T12:39:00Z,2025-06-18T14:02:00Z,-2.993756583333152,1.3833333333333333,-1.490073150238129
20240604,a,26,2 a,NA,2387.265686,59.7633,NA,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.0852,0.0438,2025-06-18T12:38:00Z,2025-06-18T14:03:00Z,47.60024241666656,1.4166666666666667,45.21255902388856
20240716,b,4,8 b,NA,2330.116994,59.7485,NA,8 b,2347.734911,-0.6021251666664588,7.8,20,0.115,1.7949,0.0353,2025-06-18T16:08:00Z,2025-06-18T17:12:00Z,18.22004216666649,1.0666666666666667,28.51922101269227
20240716,b,29,9 b,NA,2293.78697,60.3183,NA,9 b,2336.2459923333336,-2.846355999999787,7.5,20,0.11475,1.9345,0.0405,2025-06-18T11:53:00Z,2025-06-18T13:10:00Z,45.30537833333324,1.2833333333333334,51.26274139339815
20240716,b,55,9 b,NA,2334.873189,60.0279,NA,9 b,2336.2459923333336,-2.846355999999787,7.5,20,0.115,1.6644,0.0446,2025-06-18T11:53:00Z,2025-06-18T13:10:00Z,4.219159333333437,1.2833333333333334,4.34453502780862
20240716,b,11,12 b,NA,2341.997798,59.9822,NA,12 b,2338.030883666667,-7.0016484999996464,7.7,20,0.115,1.7705,0.0386,2025-06-18T01:23:00Z,2025-06-18T02:38:00Z,3.034734166666567,1.25,3.7069356465888244
20240716,b,14,12 b,NA,2272.371065,59.7508,NA,12 b,2338.030883666667,-7.0016484999996464,7.7,20,0.115,1.7474,0.0356,2025-06-18T01:23:00Z,2025-06-18T02:38:00Z,72.66146716666663,1.25,96.23562294686324
20240716,b,28,12 b,NA,2337.79889,59.9834,NA,12 b,2338.030883666667,-7.0016484999996464,7.7,20,0.11525,1.4999,0.0344,2025-06-18T01:23:00Z,2025-06-18T02:38:00Z,7.233642166666414,1.25,9.936269665128044
20240716,b,13,15 b,NA,2362.227323,60.2734,NA,15 b,2333.028471,-1.0394551666663574,7.3,20,0.115,1.8433,0.0392,2025-06-18T14:46:00Z,2025-06-18T16:00:00Z,-28.15939683333363,1.2333333333333334,-34.3280016036528
20240716,b,35,15 b,NA,2356.848424,60.3693,NA,15 b,2333.028471,-1.0394551666663574,7.3,20,0.115,1.7411,0.0311,2025-06-18T14:46:00Z,2025-06-18T16:00:00Z,-22.780497833333357,1.2333333333333334,-35.003708813385366
20240716,b,66,15 b,NA,2336.274623,60.3473,NA,15 b,2333.028471,-1.0394551666663574,7.3,20,0.11525,1.5213,0.0369,2025-06-18T14:46:00Z,2025-06-18T16:00:00Z,-2.2066968333333534,1.2333333333333334,-2.863984347316092
20240717,b,51,2 b,NA,2338.139527,59.6449,NA,2 b,2335.2629595,0.31537191666643594,7.5,16,0.115,1.5368,0.0337,2025-06-18T15:20:00Z,2025-06-18T16:28:00Z,-3.1919394166664006,1.1333333333333333,-4.925595986291917
20240717,b,60,2 b,NA,2329.899947,60.3288,NA,2 b,2335.2629595,0.31537191666643594,7.5,16,0.115,1.662,0.0339,2025-06-18T15:20:00Z,2025-06-18T16:28:00Z,5.047640583333532,1.1333333333333333,7.743240939099949
20240717,b,64,2 b,NA,2347.753772,60.1566,NA,2 b,2335.2629595,0.31537191666643594,7.5,16,0.115,1.7639,0.0444,2025-06-18T15:20:00Z,2025-06-18T16:28:00Z,-12.80618441666661,1.1333333333333333,-14.999294397004933
20240717,b,49,3 b,NA,2375.702425,59.6598,NA,3 b,2338.8378549999998,0.23756124999999884,7.2,20,0.115,1.6642,0.0537,2025-06-18T09:00:00Z,2025-06-18T10:15:00Z,-37.102131250000184,1.25,-32.576638518389366
20240717,b,52,3 b,NA,2367.690756,60.1568,NA,3 b,2338.8378549999998,0.23756124999999884,7.2,20,0.11525,1.5622,0.0316,2025-06-18T09:00:00Z,2025-06-18T10:15:00Z,-29.0904622500002,1.25,-43.49990719835868
20240717,b,59,3 b,NA,2360.351895,60.3394,NA,3 b,2338.8378549999998,0.23756124999999884,7.2,20,0.115,1.9869,0.0296,2025-06-18T09:00:00Z,2025-06-18T10:15:00Z,-21.75160125000002,1.25,-34.648243207347996
20240717,b,2,4 b,NA,2277.822698,59.7292,NA,4 b,2341.211058,5.462138000000095,7.6,20,0.115,2.0481,0.0981,2025-06-18T09:02:00Z,2025-06-18T10:15:00Z,57.926221999999825,1.2166666666666666,28.60396890892706
20240717,b,23,4 b,NA,2322.675067,59.8205,NA,4 b,2341.211058,5.462138000000095,7.6,20,0.11525,1.6157,0.02,2025-06-18T09:02:00Z,2025-06-18T10:15:00Z,13.073852999999644,1.2166666666666666,31.734875285059065
20240717,b,69,4 b,NA,2293.861358,60.3254,NA,4 b,2341.211058,5.462138000000095,7.6,20,0.115,1.6056,0.0275,2025-06-18T09:02:00Z,2025-06-18T10:15:00Z,41.88756199999966,1.2166666666666666,73.78574900249006
20240717,b,53,7 b,NA,2347.681489,59.9686,NA,7 b,2349.553949,5.928198833333454,7.9,20,0.11525,1.5918,0.0376,2025-06-18T10:35:00Z,2025-06-18T11:45:00Z,-4.0557388333334075,1.1666666666666667,-5.460974521905969
20240717,b,54,7 b,NA,2351.026262,60.2825,NA,7 b,2349.553949,5.928198833333454,7.9,20,0.115,1.9161,0.0406,2025-06-18T10:35:00Z,2025-06-18T11:45:00Z,-7.400511833333212,1.1666666666666667,-9.208325112816526
20240717,b,58,7 b,NA,2352.644312,60.3235,NA,7 b,2349.553949,5.928198833333454,7.9,20,0.115,1.7421,0.0371,2025-06-18T10:35:00Z,2025-06-18T11:45:00Z,-9.018561833333251,1.1666666666666667,-12.280280817529729
20240717,b,20,8 b,NA,2335.13432,59.8654,NA,8 b,2347.734911,-0.6021251666664588,7.8,20,0.11525,1.4608,0.0338,2025-06-18T10:37:00Z,2025-06-18T11:45:00Z,13.202716166666354,1.1333333333333333,20.35746646576103
20240717,b,43,8 b,NA,2346.409646,60.2276,NA,8 b,2347.734911,-0.6021251666664588,7.8,20,0.115,2.051,0.0422,2025-06-18T10:37:00Z,2025-06-18T11:45:00Z,1.9273901666664037,1.1333333333333333,2.3751510582917725
20240717,b,1,10 b,NA,2351.010892,59.6902,NA,10 b,2333.132305,-14.31071166666652,7.4,20,0.115,1.7065,0.0438,2025-06-18T14:44:00Z,2025-06-18T16:00:00Z,-3.567875333333177,1.2666666666666666,-3.790224449501156
20240717,b,48,10 b,NA,2356.693942,59.7677,NA,10 b,2333.132305,-14.31071166666652,7.4,20,0.115,1.5795,0.036,2025-06-18T14:44:00Z,2025-06-18T16:00:00Z,-9.25092533333327,1.2666666666666666,-11.956719557748459
20240717,b,65,10 b,NA,2331.021064,59.9426,NA,10 b,2333.132305,-14.31071166666652,7.4,20,0.115,2.0211,0.049,2025-06-18T14:44:00Z,2025-06-18T16:00:00Z,16.421952666666584,1.2666666666666666,15.594019902658351
20240717,b,17,14 b,NA,2304.518499,60.4389,NA,14 b,2351.742597,-9.531692999999905,8,20,0.11525,1.4391,0.0313,2025-06-18T01:25:00Z,2025-06-18T02:38:00Z,56.755791000000045,1.2166666666666666,88.02966259663997
20240717,b,50,14 b,NA,2236.855508,59.6175,NA,14 b,2351.742597,-9.531692999999905,8,20,0.115,1.7413,0.033,2025-06-18T01:25:00Z,2025-06-18T02:38:00Z,124.41878199999974,1.2166666666666666,182.63840508405937
20240717,b,63,14 b,NA,2342.341464,60.1209,NA,14 b,2351.742597,-9.531692999999905,8,20,0.115,2.0212,0.0347,2025-06-18T01:25:00Z,2025-06-18T02:38:00Z,18.93282599999975,1.2166666666666666,26.43054200090763
20240719,b,9,11 b,NA,2362.199195,59.8542,NA,11 b,2340.4570485000004,4.270320250000168,7.2,16,0.115,1.5073,0.0292,2025-06-18T10:55:00Z,2025-06-18T12:15:00Z,-26.01246674999993,1.3333333333333333,-39.37781915440379
20240719,b,22,11 b,NA,2369.978736,59.6538,NA,11 b,2340.4570485000004,4.270320250000168,7.2,16,0.115,1.7721,0.039,2025-06-18T10:55:00Z,2025-06-18T12:15:00Z,-33.79200774999981,1.3333333333333333,-38.3003164762618
20240719,b,24,11 b,NA,2370.326147,60.0327,NA,11 b,2340.4570485000004,4.270320250000168,7.2,16,0.115,1.9589,0.0464,2025-06-18T10:55:00Z,2025-06-18T12:15:00Z,-34.139418750000004,1.3333333333333333,-32.5230386731378
20240719,b,40,13 b,NA,2343.084892,59.9314,NA,13 b,2346.6466845,8.67534508333324,7.9,16,0.115,1.8225,0.0389,2025-06-18T12:23:00Z,2025-06-18T01:45:00Z,-5.113552583333103,-10.633333333333333,0.7286104682374904
20240719,b,56,13 b,NA,2332.397182,60.0856,NA,13 b,2346.6466845,8.67534508333324,7.9,16,0.11525,1.5327,0.035,2025-06-18T12:23:00Z,2025-06-18T01:45:00Z,5.574157416666594,-10.633333333333333,-0.8846603448198775
20240719,b,68,13 b,NA,2337.51043,59.906,NA,13 b,2346.6466845,8.67534508333324,7.9,16,0.115,1.9683,0.038,2025-06-18T12:23:00Z,2025-06-18T01:45:00Z,0.4609094166669365,-10.633333333333333,-0.0672286307823979
20240719,b,15,17 b,NA,2349.654151,60.2525,NA,17 b,2318.3341185,-11.147382416666687,8,16,0.11525,1.5689,0.0337,2025-06-18T12:25:00Z,2025-06-18T01:45:00Z,-20.172650083333565,-10.666666666666666,3.3146611231780394
20240719,b,34,17 b,NA,2342.957901,60.4294,NA,17 b,2318.3341185,-11.147382416666687,8,16,0.115,1.7216,0.0331,2025-06-18T12:25:00Z,2025-06-18T01:45:00Z,-13.476400083333601,-10.666666666666666,2.2496185703686016
20240719,b,44,17 b,NA,2343.476195,59.781,NA,17 b,2318.3341185,-11.147382416666687,8,16,0.115,2.1325,0.051,2025-06-18T12:25:00Z,2025-06-18T01:45:00Z,-13.99469408333357,-10.666666666666666,1.5161990487802801
20240719,b,31,18 b,NA,2338.904224,59.8892,NA,18 b,2342.894080666667,1.259941583333557,7.8,16,0.115,1.6406,0.0326,2025-06-18T13:53:00Z,2025-06-18T15:11:00Z,2.7299150833334807,1.3,3.796469330438107
20240719,b,36,18 b,NA,2353.794372,59.8953,NA,18 b,2342.894080666667,1.259941583333557,7.8,16,0.115,1.6789,0.0348,2025-06-18T13:53:00Z,2025-06-18T15:11:00Z,-12.160232916666473,1.3,-15.842036417463092
20240719,b,38,18 b,NA,2341.608508,59.9217,NA,18 b,2342.894080666667,1.259941583333557,7.8,16,0.115,1.7484,0.0389,2025-06-18T13:53:00Z,2025-06-18T15:11:00Z,0.025631083333564675,1.3,0.029872097567173586
20240722,b,26,1 b,NA,2347.881743,60.3718,NA,1 b,2346.125239,8.464481999999862,7.4,16,0.115,1.6391,0.0348,2025-06-18T09:12:00Z,2025-06-18T11:00:00Z,-10.220985999999812,1.8,-9.61684805834912
20240722,b,41,1 b,NA,2346.893473,59.9167,NA,1 b,2346.125239,8.464481999999862,7.4,16,0.115,2.0196,0.0439,2025-06-18T09:12:00Z,2025-06-18T11:00:00Z,-9.232715999999982,1.8,-6.886271820425195
20240722,b,42,1 b,NA,2359.953884,59.9939,NA,1 b,2346.125239,8.464481999999862,7.4,16,0.1145,1.597,0.0349,2025-06-18T09:12:00Z,2025-06-18T11:00:00Z,-22.293126999999913,1.8,-20.82439603261294
20240722,b,19,5 b,NA,2373.855171,59.9377,NA,5 b,2344.7849875,4.118252250000069,7.3,16,0.115,1.7874,0.0362,2025-06-18T09:14:00Z,2025-06-18T11:00:00Z,-33.18843575000005,1.7666666666666666,-30.585480538136576
20240722,b,21,5 b,NA,2370.777261,60.2943,NA,5 b,2344.7849875,4.118252250000069,7.3,16,0.115,1.4185,0.0202,2025-06-18T09:14:00Z,2025-06-18T11:00:00Z,-30.11052575000008,1.7666666666666666,-49.72835171092741
20240722,b,37,5 b,NA,2358.044079,59.9854,NA,5 b,2344.7849875,4.118252250000069,7.3,16,0.115,1.5959,0.0244,2025-06-18T09:14:00Z,2025-06-18T11:00:00Z,-17.37734374999968,1.7666666666666666,-23.75913696100231
20240722,b,25,6 b,NA,2346.205617,59.9169,NA,6 b,2337.3971515000003,-2.804126750000023,7.7,16,0.115,1.8409,0.0263,2025-06-18T10:53:00Z,2025-06-18T12:15:00Z,-6.004338749999761,1.3666666666666667,-9.845517437024323
20240722,b,45,6 b,NA,2348.132671,60.3853,NA,6 b,2337.3971515000003,-2.804126750000023,7.7,16,0.115,1.5736,0.0323,2025-06-18T10:53:00Z,2025-06-18T12:15:00Z,-7.931392749999532,1.3666666666666667,-10.58951431404736
20240722,b,57,19 b,NA,2348.124754,59.7487,NA,19 b,2340.148223,3.2636291666667603,7.6,16,0.115,1.874,0.0516,2025-06-18T13:55:00Z,2025-06-18T15:11:00Z,-11.240160166666556,1.2666666666666666,-10.135663093985771
20240722,b,67,19 b,NA,2355.537827,60.3155,NA,19 b,2340.148223,3.2636291666667603,7.6,16,0.1145,2.306,0.0424,2025-06-18T13:55:00Z,2025-06-18T15:11:00Z,-18.653233166666723,1.2666666666666666,-20.38099004645224
