Sampling_Date,Sampling_Time,Day_Night,Benthos,Quad_ID,UniqueID,Salinity,pH,TempInSitu,TA,Processing_DateTime,NO3,PO4,SIL,NO2,NH4,Notes
2024-04-08,19:15:00,Dusk,Open Ocean,OO1,OO_Dusk1,33.34,8.321154435319189,15.4,2229.686529,4/9/2024,6.35,0.67,10.2,0.34,2.49,"420 ml nutrient sample, start using RW1 hobo temp for hand collect samples"
2024-04-08,19:19:00,Dusk,Open Ocean,OO,SAS_OO_Dusk,33.28,8.346532465270865,15.27,2213.688238,4/9/2024,5.69,0.62,10.6,0.39,1.65,Used B5 hobo for sas OO temperature
2024-04-08,19:19:00,Dusk,Mussel,M1,M1_Dusk,33.37,8.278476454845134,15.06,2179.696422,4/9/2024,NA,NA,NA,NA,NA,"no nut, had to redrill hanger bolts for m1-5"
2024-04-08,19:19:00,Dusk,Mussel,M3,M3_Dusk,33.59,7.976994382151534,15.06,NA,4/9/2024,NA,NA,NA,NA,NA,"Not much sample… weird mV, not nut"
2024-04-08,19:19:00,Dusk,Mussel,M5,M5_Dusk,33.29,8.31444820732687,15.27,2176.92627,4/9/2024,5.4,0.65,12.7,0.41,1.6,"Reran, old TA 2306.050341"
2024-04-09,19:34:00,Dusk,Open Ocean,OO2,OO_Dusk2,32.86,8.167145662542278,15.23,2240.160615,4/10/2024,9.64,1.03,16.3,0.42,3.08,360 ml
2024-04-09,19:38:00,Dusk,Surfgrass,P6,P6_Dusk,33.61,8.104621228055597,14.67,2185.217924,4/10/2024,7.8,0.79,14.4,0.44,1.68,P4 tubing out of plot on this day
2024-04-09,19:38:00,Dusk,Mussel,M3,M3_Dusk,33.65,8.209347166125697,14.75,2218.27187,4/10/2024,9.52,0.82,13.5,0.57,2.99,NA
2024-04-09,19:38:00,Dusk,Mussel,M6,M6_Dusk,33.55,8.226422495397761,15.1,2216.008687,4/10/2024,NA,NA,NA,NA,NA,Not nut
2024-04-09,19:38:00,Dusk,Barnacle,B2,B2_Dusk,33.71,8.249841360783954,14.67,2214.764062,4/10/2024,NA,NA,NA,NA,NA,Not nut
2024-04-09,19:38:00,Dusk,Barnacle,B4,B4_Dusk,33.54,8.237772115968342,14.88,2210.01183,4/10/2024,7.58,0.7,12.3,0.42,1.49,Not nut
2024-04-09,19:38:00,Dusk,Barnacle,B6,B6_Dusk,33.51,8.249116212005427,15.1,2195.303304,4/10/2024,NA,NA,NA,NA,NA,No nut
2024-04-09,19:38:00,Dusk,Rockweed,RW4,RW4_Dusk,33.18,8.24535455202875,15.27,2210.056318,4/10/2024,7,0.68,13.3,0.43,1.37,TA + nut Bottle just said rw not number
2024-04-10,20:03:00,Dusk,Surfgrass,P1,P1_Dusk,32.99,7.950726581975931,15.27,2184.530496,4/11/2024,3.72,0.65,10.8,0.3,2.07,"TA tube pushed a bit out of tide pool, but still close (MA has pic), switched tubes to p56"
2024-04-10,20:03:00,Dusk,Surfgrass,P4,P4_Dusk,33.18,7.9922068231881935,15.14,2234.491933,4/11/2024,NA,NA,NA,NA,NA,Not nut
2024-04-10,20:03:00,Dusk,Mussel,M6,M6_Dusk,32.79,8.163169098339209,15.4,2209.871184,4/11/2024,5.41,0.7,11.7,0.4,1.02,NA
2024-04-10,20:03:00,Dusk,Barnacle,B6,B6_Dusk,32.94,8.260261823363452,15.36,2208.879194,4/11/2024,4.23,0.58,12.7,0.3,0.92,B2 tubing from this day was messed up not sure if ta or nut
2024-04-10,20:03:00,Dusk,Mussel,M2,M2_Dusk,32.57,8.226449193001939,15.18,2230.240119,4/11/2024,NA,NA,NA,NA,NA,Not nut
2024-04-10,20:03:00,Dusk,Rockweed,RW2,RW2_Dusk,32.94,8.214850757354995,15.44,2231.575997,4/11/2024,6.49,0.59,13.4,0.34,2.72,NA
2024-04-10,20:01:00,Dusk,Open Ocean,OO3,OO_Dusk3,33.11,8.20434196843094,15.4,2236.628764,4/11/2024,6.17,0.91,14.8,0.31,1.35,360 ml nut
2024-04-11,20:24:00,Dusk,Open Ocean,OO4,OO_Dusk4,32.23,8.266102767398626,14.5,2212.274815,4/12/2024,8.29,0.85,13.2,0.36,1.21,300 ml nut
2024-04-11,20:29:00,Dusk,Surfgrass,P4,P4_Dusk,33.2,7.701876859597564,13.98,NA,4/12/2024,6.7,0.68,11.3,0.35,0.69,"No TA, slightly out of plot, with some rockweed tangled in"
2024-04-11,20:29:00,Dusk,Surfgrass,P2,P2_Dusk,33.09,8.040581823032959,14.41,2202.447301,4/12/2024,5.6,0.59,11.5,0.32,0.95,"Tubes from p56 used, but not flushed before"
2024-04-11,20:29:00,Dusk,Barnacle,B3,B3_Dusk,33.64,8.014332278193738,14.41,NA,4/12/2024,NA,NA,NA,NA,NA,"No TA, tubes pulled off bolt"
2024-04-11,20:29:00,Dusk,Barnacle,B2,B2_Dusk,32.96,8.132022712142247,14.2,NA,4/12/2024,5.95,0.66,13,0.34,1.1,No TA
2024-04-11,20:29:00,Dusk,Mussel,M1,M1_Dusk,33.27,8.126897586019057,14.41,2220.629057,4/12/2024,NA,NA,NA,NA,NA,NA
2024-04-11,20:29:00,Dusk,Mussel,M4,M4_Dusk,33.47,8.139276194462482,14.45,2208.51517,4/12/2024,NA,NA,NA,NA,NA,NA
2024-04-16,05:54:00,Dawn,Open Ocean,OO,SAS_OO_Dawn,33.34,7.903923477448306,14.28,2236.839891,4/16/2023,2.2,0.46,6.3,0.21,0.9,NA
2024-04-16,06:05:00,Dawn,Open Ocean,OO3,OO_Dawn3,32.99,7.832946802224108,14.33,2223.794788,4/16/2023,7.54,0.55,6.7,0.24,1.51,420 ml nutrient sample
2024-04-16,05:54:00,Dawn,Rockweed,RW2,RW2_Dawn,33.1,7.776451686403025,14.41,2207.201727,4/16/2023,1.87,0.48,6.7,0.21,1.13,NA
2024-04-16,05:54:00,Dawn,Rockweed,RW4,RW4_Dawn,33.63,7.814795301912471,14.41,2200.789259,4/16/2023,NA,NA,NA,NA,NA,No nut
2024-04-16,05:54:00,Dawn,Barnacle,B2,B2_Dawn,33.67,7.893507382543193,14.37,2194.494218,4/16/2023,NA,NA,NA,NA,NA,Nutrient Tubes Got ripped off bolts
2024-04-16,05:54:00,Dawn,Barnacle,B6,B6_Dawn,33.64,7.8810320630767094,14.41,2228.673147,4/16/2023,2.66,0.49,7.5,0.26,1.71,NA
2024-04-16,05:54:00,Dawn,Mussel,M1,M1_Dawn,33.76,7.889489063589561,14.33,2242.498497,4/16/2023,2.35,0.58,6.9,0.23,1.42,NA
2024-04-16,05:54:00,Dawn,Mussel,M4,M4_Dawn,33.44,7.853681515249055,14.33,2250.239108,4/16/2023,NA,NA,NA,NA,NA,No nut
2024-04-17,06:18:00,Dawn,Rockweed,RW1,RW1_Dawn,33.65,7.747682707357364,14.33,2209.24257,4/17/2024,1.17,0.44,4.2,0.11,1.15,"Nalgene not filled, TA bags from this day might have gotten slightly warm on rocks"
2024-04-17,06:18:00,Dawn,Rockweed,RW3,RW3_Dawn,33.59,7.919242778492698,14.33,2176.288869,4/17/2024,NA,NA,NA,NA,NA,"No nut,  reran, first TA run = 2166.217785"
2024-04-17,06:18:00,Dawn,Rockweed,RW5,RW5_Dawn,32.69,7.984213148854896,14.5,2504.808844,4/17/2024,36.26,0.59,20.5,1.28,6.25,"Reused phyllo tubing for this, reran first run=2475.00289"
2024-04-17,06:18:00,Dawn,Mussel,M6,M6_Dawn,33.69,7.929207484401343,14.37,2212.420105,4/17/2024,NA,NA,NA,NA,NA,"No nut, only 1 rinse did not fill nalgene"
2024-04-17,06:20:00,Dawn,Open Ocean,OO4,OO_Dawn4,32.83,7.942920102210801,14.33,2209.562382,4/17/2024,5.77,0.57,5.2,0.16,1.65,450 ml nutrient sample
2024-04-17,06:18:00,Dawn,Surfgrass,P1,P1_Dawn,33.83,7.937548650950593,14.24,2217.55461,4/17/2024,0.98,0.44,4.3,0.11,0.92,A little bit out of plot
2024-04-17,06:18:00,Dawn,Surfgrass,P4,P4_Dawn,33.73,7.8841284896516495,14.28,2202.844948,4/17/2024,1.09,0.45,4.7,0.12,0.7,NA
2024-04-18,06:17:00,Dawn,Open Ocean,OO5,OO_Dawn5,35.55,7.916279896047615,14.24,2217.066252,4/18/2024,4.08,0.63,5.4,0.18,1.35,450 ml nutrient sample
2024-04-18,06:17:00,Dawn,Rockweed,RW6,RW6_Dawn,34.2,7.91780552274588,14.28,2217.745613,4/18/2024,1.2,0.43,5.5,0.11,0.9,NA
2024-04-18,06:17:00,Dawn,Rockweed,RW3,RW3_Dawn,34.18,7.853815082706596,14.28,2197.351065,4/18/2024,NA,NA,NA,NA,NA,no nut
2024-04-18,06:17:00,Dawn,Mussel,M5,M5_Dawn,34.02,7.940279104838905,14.33,2189.781569,4/18/2024,1.44,0.54,5,0.13,1.13,NA
2024-04-18,06:17:00,Dawn,Surfgrass,P1,P1_Dawn,33.84,7.925061328108604,14.2,2210.167149,4/18/2024,1.38,0.5,5.1,0.13,1.15,"Nutrients tube got ripped off, but probably after filling? Because it was pinched"
2024-04-18,06:17:00,Dawn,Barnacle,B2,B2_Dawn,34.02,7.90374999825155,14.33,NA,4/18/2024,2.6,0.49,4.6,0.15,1.92,"Nalgene not filled, slightly out of place but should be fine"
2024-04-19,06:16:00,Dawn,Open Ocean,OO6,OO_Dawn6,33.51,7.899281267841919,14.63,2215.912654,4/19/2024,4.79,0.74,5.5,0.15,2.43,450 ml nutrient sample
2024-04-19,06:16:00,Dawn,Surfgrass,P2,P2_Dawn,33.97,7.892691206567668,14.63,2218.004161,4/19/2024,1.11,0.58,5.9,0.13,1.33,NA
2024-04-19,06:16:00,Dawn,Rockweed,RW3,RW3_Dawn,33.82,7.890555720089555,14.63,2217.419622,4/19/2024,0.92,0.49,4.1,0.11,1.29,NA
2024-04-19,06:16:00,Dawn,Barnacle,B1,B1_Dawn,33.68,7.9188063061567835,14.67,2241.307875,4/19/2024,NA,NA,NA,NA,NA,"No nut nalgene half full, tubing messed up"
2024-04-19,06:16:00,Dawn,Mussel,M6,M6_Dawn,33.37,7.883783285623424,14.71,NA,4/19/2024,NA,NA,NA,NA,NA,Non nut not fill nalgene
2024-04-20,06:37:00,Dawn,Open Ocean,OO7,OO_Dawn7,33.98,7.8252832804780255,14.5,2234.406469,4/20/2024,5.65,1.07,6.9,0.27,11.84,450 ml nutrient sample
2024-04-20,06:37:00,Dawn,Rockweed,RW4,RW4_Dawn,33.92,7.799297888980917,14.45,2227.205591,4/20/2024,2.64,0.8,6.3,0.21,6.9,NA
2024-04-20,06:37:00,Dawn,Surfgrass,P1,P1_Dawn,33.92,7.793614833616435,14.37,2227.999606,4/20/2024,NA,NA,NA,NA,NA,no nut
2024-04-20,06:37:00,Dawn,Barnacle,B1,B1_Dawn,33.82,7.786836218090097,14.54,2240.104379,4/20/2024,NA,NA,NA,NA,NA,"no nut, nalgene half full"
2024-04-20,06:37:00,Dawn,Mussel,M4,M4_Dawn,33.71,7.757565347622482,14.41,2230.50334,4/20/2024,NA,NA,NA,NA,NA,"no nut, used tubes from P"
2024-04-20,06:37:00,Dawn,Mussel,M6,M6_Dawn,33.66,7.777337265306108,14.58,2178.212324,4/20/2024,NA,NA,NA,NA,NA,no nut
2024-04-27,19:50:00,Dusk,Surfgrass,P4,P4_Dusk,34.25,8.056022840366392,14.58,NA,4/28/2024,7.09,0.81,11.3,0.36,1.24,"Did not calibrate salinity before this processing round, no TA"
2024-04-27,19:50:00,Dusk,Mussel,M4,M4_Dusk,34.23,8.104551902958905,14.84,2227.685421,4/28/2024,NA,NA,NA,NA,NA,NA
2024-04-27,19:50:00,Dusk,Barnacle,B3,B3_Dusk,34.22,8.124384321578676,14.75,2193.856062,4/28/2024,4.73,0.54,6.9,0.25,1.28,"B3 Had rip in tubing so might not be from plot, b1 nutrients were ripped off"
2024-04-27,19:50:00,Dusk,Surfgrass,P1,P1_Dusk,34.05,8.128172897798498,14.71,2203.698965,4/28/2024,7.68,0.89,12.7,0.4,1.36,NA
2024-04-27,19:46:00,Dusk,Open Ocean,OO5,OO_Dusk5,33.94,8.15152498104086,14.84,2201.724854,4/28/2024,7.59,0.95,14.3,0.37,1.52,"300 ml nutrients, switch to RW2, for temps"
2024-04-27,19:50:00,Dusk,Mussel,M1,M1_Dusk,34,8.066131111318331,14.75,2265.205441,4/28/2024,NA,NA,NA,NA,NA,"Reran, old ta 2261.647232"
2024-04-28,19:31:00,Dusk,Open Ocean,OO6,OO_Dusk6,33.69,8.260888297932802,16.47,2210.989083,4/29/2024,2.04,0.62,8,0.14,2.09,"300 ml nut Re used nut bag, used B6 for temps because rw2 was 1 degree less than others?"
2024-04-28,19:35:00,Dusk,Rockweed,RW5,RW5_Dusk,33.29,8.230739152607693,16.43,2402.110283,4/29/2024,45.69,0.7,18.4,0.73,4.3,Reran  TA First run 2375.978128
2024-04-28,19:35:00,Dusk,Barnacle,B1,B1_Dusk,33.82,8.22820819923708,16.56,2216.955904,4/29/2024,1.85,0.47,8.1,0.17,0.51,"Nalgene half full, ta bag from day before because it seemed empty"
2024-04-28,19:35:00,Dusk,Mussel,M1,M1_Dusk,33.71,8.231413376597521,16.43,2172.176454,4/29/2024,1.46,0.57,9.7,0.14,1.04,"No triple rinse, Nalgene half full"
2024-04-28,19:35:00,Dusk,Mussel,M4,M4_Dusk,33.78,8.270300389077086,16.51,2182.644476,4/29/2024,NA,NA,NA,NA,NA,Not nut
2024-04-28,19:35:00,Dusk,Mussel,M6,M6_Dusk,33.57,8.25750183818209,16.43,2200.546925,4/29/2024,2.55,1.54,8.9,0.24,5.21,Ta bag From day before because it seemed empty
2024-04-28,19:35:00,Dusk,Surfgrass,P4,P4_Dusk,33.72,8.137888426266874,16.17,2191.141053,4/29/2024,1.17,0.52,6.9,0.16,0.77,NA
2024-04-29,20:12:00,Dusk,Open Ocean,OO7,OO_Dusk7,33.78,8.170525959603442,15.91,2211.757144,4/30/2024,0.95,0.54,6.3,0.11,1.19,"300ml Assume nut bags are used after this point I think, back to using RW2 for temperature"
2024-04-29,20:17:00,Dusk,Barnacle,B2,B2_Dusk,34.33,8.135400973855642,16.17,2195.07752,4/30/2024,NA,NA,NA,NA,NA,No nut
2024-04-29,20:17:00,Dusk,Barnacle,B3,B3_Dusk,33.92,8.145069077878578,15.96,2177.440458,4/30/2024,0.78,0.45,6.9,0.11,0.87,NA
2024-04-29,20:17:00,Dusk,Mussel,M2,M2_Dusk,33.97,8.126609364590113,15.96,2191.473743,4/30/2024,NA,NA,NA,NA,NA,Not nut Nalgene 3/4 fill
2024-04-29,20:17:00,Dusk,Mussel,M4,M4_Dusk,33.99,8.153786666155582,16.04,2172.565765,4/30/2024,NA,NA,NA,NA,NA,no nut
2024-04-29,20:17:00,Dusk,Rockweed,RW6,RW6_Dusk,33.95,8.099447157202428,15.91,2212.753425,4/30/2024,2.09,0.44,7,0.09,1.07,Nalgene 3/4 full
2024-05-01,05:01:00,Dawn,Mussel,M6,M6_Dawn,33.79,7.763455096897869,15.01,NA,5/1/2024,NA,NA,NA,NA,NA,NA
2024-05-01,05:00:00,Dawn,Open Ocean,OO8,OO_Dawn8,33.93,7.892942924774249,14.84,2227.223284,5/1/2024,2.47,0.5,3.2,0.13,1.54,360 ml nutrient sample
2024-05-01,05:01:00,Dawn,Barnacle,B2,B2_Dawn,33.58,7.901910821442307,15.01,NA,5/1/2024,1.1,0.37,3.4,0.09,0.5,NA
2024-05-01,05:01:00,Dawn,Surfgrass,P1,P1_Dawn,33.63,7.863666332158286,14.75,2191.884791,5/1/2024,11.99,0.6,7.6,0.2,3.26,NA
2024-05-01,05:01:00,Dawn,Mussel,M4,M4_Dawn,33.5,7.890769173976205,15.14,2227.115275,5/1/2024,1.69,0.4,5.5,0.13,0.7,NA
2024-05-01,05:01:00,Dawn,Mussel,M2,M2_Dawn,33.83,7.902833224213403,15.1,NA,5/1/2024,NA,NA,NA,NA,NA,NA
2024-05-02,06:02:00,Dawn,Barnacle,B6,B6_Dawn,34.71,7.8860072863720765,15.57,NA,5/2/2024,NA,NA,NA,NA,NA,"no TA, B1 from this day had tubes pulled up"
2024-05-02,06:02:00,Dawn,Mussel,M6,M6_Dawn,34.08,7.878630272306945,15.48,2209.436622,5/2/2024,1.58,0.8,5.3,0.19,0.98,NA
2024-05-02,06:15:00,Dawn,Open Ocean,OO9,OO_Dawn9,34.07,7.878718126595871,15.48,2224.005767,5/2/2024,7.16,0.49,6,0.11,0.96,450 ml nutrient sample
2024-05-02,06:02:00,Dawn,Mussel,M3,M3_Dawn,34.01,7.881348330211246,16.08,2200.463046,5/2/2024,NA,NA,NA,NA,NA,NA
2024-05-02,19:37:00,Dusk,Rockweed,RW3,RW3_Dusk,33.72,8.230748096765948,16.81,2198.968869,5/3/2024,NA,NA,NA,NA,NA,Used TA bag
2024-05-02,19:37:00,Dusk,Mussel,M4,M4_Dusk,34.06,8.137820558032441,15.74,2207.755011,5/3/2024,3.88,0.61,7.9,0.22,0.92,NA
2024-05-02,19:37:00,Dusk,Barnacle,B2,B2_Dusk,34.01,8.16987080288492,16.26,2208.979597,5/3/2024,2.2,0.5,6.4,0.14,0.8,NA
2024-05-02,19:37:00,Dusk,Mussel,M2,M2_Dusk,34.11,8.127007718495307,16.08,2188.280118,5/3/2024,NA,NA,NA,NA,NA,NA
2024-05-02,19:34:00,Dusk,Open Ocean,OO8,OO_Dusk8,32.97,8.32251318342277,16.9,2203.060221,5/3/2024,2.3,0.52,6.2,0.12,1.16,300 ml nutrients
2024-05-04,06:09:00,Dawn,Open Ocean,OO10,OO_Dawn10,34.35,7.900479978347715,16.39,2226.350307,5/4/2024,2.69,0.65,7.7,0.17,1.53,400 ml nutrients sample
2024-05-04,06:00:00,Dawn,Barnacle,B2,B2_Dawn,33.75,7.9154751040967275,16.34,2210.151055,5/4/2024,1.78,0.48,7.4,0.18,1.26,NA
2024-05-04,06:00:00,Dawn,Mussel,M3,M3_Dawn,33.66,7.949494747537778,15.91,2242.085275,5/4/2024,2.72,0.5,7.5,0.18,1.67,NA
2024-05-05,06:20:00,Dawn,Open Ocean,OO11,OO_Dawn11,33.13,7.812723174528909,14.63,2227.348439,5/5/2024,4.26,0.59,11.5,0.21,1.39,"450 ml nutrient sample, but have few mls of unfiltered, back up nutrients from capped Nalgene at 6:40 from the same Arizona tea scoop, backup sample data in drive"
2024-05-05,06:19:00,Dawn,Mussel,M2,M2_Dawn,32.73,7.836753653005591,15.53,2189.41394,5/5/2024,NA,NA,NA,NA,NA,NA
2024-05-05,06:19:00,Dawn,Mussel,M3,M3_Dawn,32.91,7.863226431021493,15.53,2221.118266,5/5/2024,2.31,0.53,8.9,0.22,1.22,NA
2024-05-05,19:40:00,Dusk,Rockweed,RW3,RW3_Dusk,34.06,7.860911369313532,16.94,NA,5/6/2024,NA,NA,NA,NA,NA,"no ta, nutrients not iced on ride over from field site"
2024-05-05,19:40:00,Dusk,Mussel,M2,M2_Dusk,32.89,7.845560902963027,12.87,2201.724854,5/6/2024,NA,NA,NA,NA,NA,No nut
